"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"03.3V","GO:1900150","regulation of defense response to fungus","2/72","40/21869",0.00769030450391262,0.294031400325692,0.261434414175364,"AT3G56410/AT5G05190",2
"03.3V","GO:0043622","cortical microtubule organization","2/72","46/21869",0.0100757094028407,0.294031400325692,0.261434414175364,"AT5G55230/AT3G50960",2
"03.3V","GO:0031347","regulation of defense response","4/72","275/21869",0.0129013749645739,0.294031400325692,0.261434414175364,"AT3G56410/AT1G14370/AT5G05190/AT3G62590",4
"03.3V","GO:0031122","cytoplasmic microtubule organization","2/72","55/21869",0.0141842474592043,0.294031400325692,0.261434414175364,"AT5G55230/AT3G50960",2
"03.3V","GO:0051301","cell division","4/72","285/21869",0.0145354685762235,0.294031400325692,0.261434414175364,"AT5G55230/AT3G50960/AT1G69380/AT4G39920",4
"03.3V","GO:0010638","positive regulation of organelle organization","2/72","61/21869",0.0172598644102062,0.294031400325692,0.261434414175364,"AT5G55230/AT1G69380",2
"03.3V","GO:0007010","cytoskeleton organization","4/72","303/21869",0.0177962301414728,0.294031400325692,0.261434414175364,"AT1G31810/AT5G55230/AT3G50960/AT4G39920",4
"03.3V","GO:0030865","cortical cytoskeleton organization","2/72","62/21869",0.0177976643459609,0.294031400325692,0.261434414175364,"AT5G55230/AT3G50960",2
"03.3V","GO:0097435","supramolecular fiber organization","3/72","169/21869",0.0183231576402409,0.294031400325692,0.261434414175364,"AT1G31810/AT5G55230/AT3G50960",3
"03.3V","GO:0010075","regulation of meristem growth","2/72","66/21869",0.0200189734073525,0.294031400325692,0.261434414175364,"AT1G69380/AT3G49670",2
"03.3V","GO:0000226","microtubule cytoskeleton organization","3/72","175/21869",0.02007628061361,0.294031400325692,0.261434414175364,"AT5G55230/AT3G50960/AT4G39920",3
"03.3V","GO:0009751","response to salicylic acid","3/72","175/21869",0.02007628061361,0.294031400325692,0.261434414175364,"AT2G37710/AT5G05190/AT5G06320",3
"03.3V","GO:0046890","regulation of lipid biosynthetic process","2/72","67/21869",0.0205915750823397,0.294031400325692,0.261434414175364,"AT1G16060/AT5G61780",2
"03.3V","GO:0022402","cell cycle process","5/72","487/21869",0.0221744939950595,0.294031400325692,0.261434414175364,"AT1G31810/AT5G55230/AT3G50960/AT1G69380/AT4G39920",5
"03.3V","GO:0051130","positive regulation of cellular component organization","2/72","70/21869",0.0223500382908163,0.294031400325692,0.261434414175364,"AT5G55230/AT1G69380",2
"03.3V","GO:0033043","regulation of organelle organization","3/72","183/21869",0.0225532098903603,0.294031400325692,0.261434414175364,"AT5G55230/AT5G06310/AT1G69380",3
"03.3V","GO:0046686","response to cadmium ion","2/72","75/21869",0.0254133839606777,0.294031400325692,0.261434414175364,"AT5G19380/AT5G61780",2
"03.3V","GO:0002831","regulation of response to biotic stimulus","3/72","197/21869",0.0272717033980572,0.294031400325692,0.261434414175364,"AT3G56410/AT1G14370/AT5G05190",3
"03.3V","GO:0032940","secretion by cell","2/72","79/21869",0.0279798890668229,0.294031400325692,0.261434414175364,"AT5G61780/AT1G76850",2
"03.3V","GO:0032101","regulation of response to external stimulus","3/72","202/21869",0.0290750999233405,0.294031400325692,0.261434414175364,"AT3G56410/AT1G14370/AT5G05190",3
"03.3V","GO:0048653","anther development","2/72","81/21869",0.0293007038486187,0.294031400325692,0.261434414175364,"AT2G42200/AT3G49670",2
"03.3V","GO:0035266","meristem growth","2/72","83/21869",0.0306460605076247,0.294031400325692,0.261434414175364,"AT1G69380/AT3G49670",2
"03.3V","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","1/72","10/21869",0.0324463772694741,0.294031400325692,0.261434414175364,"AT1G28260",1
"03.3V","GO:0010371","regulation of gibberellin biosynthetic process","1/72","10/21869",0.0324463772694741,0.294031400325692,0.261434414175364,"AT5G61780",1
"03.3V","GO:0045923","positive regulation of fatty acid metabolic process","1/72","10/21869",0.0324463772694741,0.294031400325692,0.261434414175364,"AT1G16060",1
"03.3V","GO:0051211","anisotropic cell growth","1/72","10/21869",0.0324463772694741,0.294031400325692,0.261434414175364,"AT3G50960",1
"03.3V","GO:0002229","defense response to oomycetes","2/72","86/21869",0.0327093030343246,0.294031400325692,0.261434414175364,"AT2G37710/AT5G19380",2
"03.3V","GO:0019216","regulation of lipid metabolic process","2/72","86/21869",0.0327093030343246,0.294031400325692,0.261434414175364,"AT1G16060/AT5G61780",2
"03.3V","GO:0009738","abscisic acid-activated signaling pathway","3/72","213/21869",0.0332605427835641,0.294031400325692,0.261434414175364,"AT5G20910/AT5G46790/AT1G54160",3
"03.3V","GO:0046903","secretion","2/72","88/21869",0.0341144034587802,0.294031400325692,0.261434414175364,"AT5G61780/AT1G76850",2
"03.3V","GO:0043648","dicarboxylic acid metabolic process","2/72","89/21869",0.034825699615988,0.294031400325692,0.261434414175364,"AT1G65960/AT1G69370",2
"03.3V","GO:0006538","glutamate catabolic process","1/72","11/21869",0.0356333419447387,0.294031400325692,0.261434414175364,"AT1G65960",1
"03.3V","GO:0010205","photoinhibition","1/72","11/21869",0.0356333419447387,0.294031400325692,0.261434414175364,"AT2G30950",1
"03.3V","GO:0043155","negative regulation of photosynthesis, light reaction","1/72","11/21869",0.0356333419447387,0.294031400325692,0.261434414175364,"AT2G30950",1
"03.3V","GO:0060919","auxin influx","1/72","11/21869",0.0356333419447387,0.294031400325692,0.261434414175364,"AT5G01990",1
"03.3V","GO:0002682","regulation of immune system process","3/72","219/21869",0.0356691378923181,0.294031400325692,0.261434414175364,"AT3G56410/AT1G14370/AT5G05190",3
"03.3V","GO:0050776","regulation of immune response","3/72","219/21869",0.0356691378923181,0.294031400325692,0.261434414175364,"AT3G56410/AT1G14370/AT5G05190",3
"03.3V","GO:0006897","endocytosis","2/72","92/21869",0.036994035257016,0.294031400325692,0.261434414175364,"AT5G05190/AT4G35860",2
"03.3V","GO:0006102","isocitrate metabolic process","1/72","12/21869",0.0388099545982282,0.294031400325692,0.261434414175364,"AT4G35830",1
"03.3V","GO:0060321","acceptance of pollen","1/72","12/21869",0.0388099545982282,0.294031400325692,0.261434414175364,"AT1G76850",1
"03.3V","GO:1902652","secondary alcohol metabolic process","1/72","12/21869",0.0388099545982282,0.294031400325692,0.261434414175364,"AT4G35830",1
"03.3V","GO:0010565","regulation of cellular ketone metabolic process","2/72","95/21869",0.0392131131454313,0.294031400325692,0.261434414175364,"AT1G16060/AT5G61780",2
"03.3V","GO:0007020","microtubule nucleation","1/72","13/21869",0.0419762483836943,0.294031400325692,0.261434414175364,"AT5G55230",1
"03.3V","GO:0010206","photosystem II repair","1/72","13/21869",0.0419762483836943,0.294031400325692,0.261434414175364,"AT2G30950",1
"03.3V","GO:0010262","somatic embryogenesis","1/72","13/21869",0.0419762483836943,0.294031400325692,0.261434414175364,"AT1G54160",1
"03.3V","GO:1990641","response to iron ion starvation","1/72","13/21869",0.0419762483836943,0.294031400325692,0.261434414175364,"AT4G35830",1
"03.3V","GO:0007017","microtubule-based process","3/72","236/21869",0.0429694564523764,0.294031400325692,0.261434414175364,"AT5G55230/AT3G50960/AT4G39920",3
"03.3V","GO:0031349","positive regulation of defense response","2/72","100/21869",0.0430211430284798,0.294031400325692,0.261434414175364,"AT1G14370/AT3G62590",2
"03.3V","GO:0009414","response to water deprivation","4/72","406/21869",0.0449291303278146,0.294031400325692,0.261434414175364,"AT1G16060/AT5G13030/AT2G16600/AT1G54160",4
"03.3V","GO:0030308","negative regulation of cell growth","1/72","14/21869",0.0451322563502192,0.294031400325692,0.261434414175364,"AT1G69380",1
"03.3V","GO:0043649","dicarboxylic acid catabolic process","1/72","14/21869",0.0451322563502192,0.294031400325692,0.261434414175364,"AT1G65960",1
"03.3V","GO:1905156","negative regulation of photosynthesis","1/72","14/21869",0.0451322563502192,0.294031400325692,0.261434414175364,"AT2G30950",1
"03.3V","GO:0080134","regulation of response to stress","4/72","408/21869",0.0456040588963669,0.294031400325692,0.261434414175364,"AT3G56410/AT1G14370/AT5G05190/AT3G62590",4
"03.3V","GO:0071215","cellular response to abscisic acid stimulus","3/72","246/21869",0.0475876657093632,0.294031400325692,0.261434414175364,"AT5G20910/AT5G46790/AT1G54160",3
"03.3V","GO:0097306","cellular response to alcohol","3/72","246/21869",0.0475876657093632,0.294031400325692,0.261434414175364,"AT5G20910/AT5G46790/AT1G54160",3
"03.3V","GO:0043086","negative regulation of catalytic activity","2/72","106/21869",0.0477649993373675,0.294031400325692,0.261434414175364,"AT5G06310/AT5G62350",2
"03.3V","GO:0006278","RNA-dependent DNA biosynthetic process","1/72","15/21869",0.0482780114425451,0.294031400325692,0.261434414175364,"AT5G06310",1
"03.3V","GO:0007004","telomere maintenance via telomerase","1/72","15/21869",0.0482780114425451,0.294031400325692,0.261434414175364,"AT5G06310",1
"03.3V","GO:0010196","nonphotochemical quenching","1/72","15/21869",0.0482780114425451,0.294031400325692,0.261434414175364,"AT4G31530",1
"03.3V","GO:0031110","regulation of microtubule polymerization or depolymerization","1/72","15/21869",0.0482780114425451,0.294031400325692,0.261434414175364,"AT5G55230",1
"03.3V","GO:0046417","chorismate metabolic process","1/72","15/21869",0.0482780114425451,0.294031400325692,0.261434414175364,"AT1G69370",1
"03.3V","GO:0051781","positive regulation of cell division","1/72","15/21869",0.0482780114425451,0.294031400325692,0.261434414175364,"AT1G69380",1
"03.3V","GO:1990066","energy quenching","1/72","15/21869",0.0482780114425451,0.294031400325692,0.261434414175364,"AT4G31530",1
"03.3V","GO:0009415","response to water","4/72","416/21869",0.0483607748772251,0.294031400325692,0.261434414175364,"AT1G16060/AT5G13030/AT2G16600/AT1G54160",4
"03.3V","GO:0042742","defense response to bacterium","4/72","416/21869",0.0483607748772251,0.294031400325692,0.261434414175364,"AT2G37710/AT1G14370/AT5G06320/AT1G69370",4
"03.3V","GO:0002239","response to oomycetes","2/72","109/21869",0.0502055711896063,0.294031400325692,0.261434414175364,"AT2G37710/AT5G19380",2
"03.3V","GO:0006402","mRNA catabolic process","2/72","109/21869",0.0502055711896063,0.294031400325692,0.261434414175364,"AT5G61780/AT1G28260",2
"03.3V","GO:0048443","stamen development","2/72","110/21869",0.0510289917120352,0.294031400325692,0.261434414175364,"AT2G42200/AT3G49670",2
"03.3V","GO:0048466","androecium development","2/72","110/21869",0.0510289917120352,0.294031400325692,0.261434414175364,"AT2G42200/AT3G49670",2
"03.3V","GO:0010833","telomere maintenance via telomere lengthening","1/72","16/21869",0.0514135465013965,0.294031400325692,0.261434414175364,"AT5G06310",1
"03.3V","GO:0034471","ncRNA 5'-end processing","1/72","16/21869",0.0514135465013965,0.294031400325692,0.261434414175364,"AT1G55140",1
"03.3V","GO:0045828","positive regulation of isoprenoid metabolic process","1/72","16/21869",0.0514135465013965,0.294031400325692,0.261434414175364,"AT5G61780",1
"03.3V","GO:0040008","regulation of growth","3/72","257/21869",0.0529392199308729,0.294031400325692,0.261434414175364,"AT1G16060/AT1G69380/AT3G49670",3
"03.3V","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","3/72","260/21869",0.0544473731283187,0.294031400325692,0.261434414175364,"AT5G06310/AT1G54160/AT5G43170",3
"03.3V","GO:0006893","Golgi to plasma membrane transport","1/72","17/21869",0.0545388942638044,0.294031400325692,0.261434414175364,"AT1G76850",1
"03.3V","GO:0009861","jasmonic acid and ethylene-dependent systemic resistance","1/72","17/21869",0.0545388942638044,0.294031400325692,0.261434414175364,"AT1G74100",1
"03.3V","GO:0031099","regeneration","1/72","17/21869",0.0545388942638044,0.294031400325692,0.261434414175364,"AT1G54160",1
"03.3V","GO:0051923","sulfation","1/72","17/21869",0.0545388942638044,0.294031400325692,0.261434414175364,"AT1G74100",1
"03.3V","GO:0031324","negative regulation of cellular metabolic process","4/72","435/21869",0.0552725301193514,0.294031400325692,0.261434414175364,"AT2G30950/AT5G06310/AT1G54160/AT5G43170",4
"03.3V","GO:0009065","glutamine family amino acid catabolic process","1/72","18/21869",0.0576540873634298,0.294031400325692,0.261434414175364,"AT1G65960",1
"03.3V","GO:0042304","regulation of fatty acid biosynthetic process","1/72","18/21869",0.0576540873634298,0.294031400325692,0.261434414175364,"AT1G16060",1
"03.3V","GO:0048564","photosystem I assembly","1/72","18/21869",0.0576540873634298,0.294031400325692,0.261434414175364,"AT2G30950",1
"03.3V","GO:0044092","negative regulation of molecular function","2/72","119/21869",0.0586546589575992,0.294031400325692,0.261434414175364,"AT5G06310/AT5G62350",2
"03.3V","GO:0001101","response to acid chemical","4/72","448/21869",0.0602955347249276,0.294031400325692,0.261434414175364,"AT1G16060/AT5G13030/AT2G16600/AT1G54160",4
"03.3V","GO:0000966","RNA 5'-end processing","1/72","19/21869",0.0607591583308831,0.294031400325692,0.261434414175364,"AT1G55140",1
"03.3V","GO:0051348","negative regulation of transferase activity","1/72","19/21869",0.0607591583308831,0.294031400325692,0.261434414175364,"AT5G06310",1
"03.3V","GO:1905428","regulation of plant organ formation","1/72","19/21869",0.0607591583308831,0.294031400325692,0.261434414175364,"AT2G42200",1
"03.3V","GO:0009306","protein secretion","1/72","20/21869",0.063854139594049,0.294031400325692,0.261434414175364,"AT5G61780",1
"03.3V","GO:0035592","establishment of protein localization to extracellular region","1/72","20/21869",0.063854139594049,0.294031400325692,0.261434414175364,"AT5G61780",1
"03.3V","GO:0046785","microtubule polymerization","1/72","20/21869",0.063854139594049,0.294031400325692,0.261434414175364,"AT5G55230",1
"03.3V","GO:0071692","protein localization to extracellular region","1/72","20/21869",0.063854139594049,0.294031400325692,0.261434414175364,"AT5G61780",1
"03.3V","GO:0080163","regulation of protein serine/threonine phosphatase activity","1/72","20/21869",0.063854139594049,0.294031400325692,0.261434414175364,"AT5G46790",1
"03.3V","GO:0051049","regulation of transport","2/72","126/21869",0.0648407851905123,0.294031400325692,0.261434414175364,"AT5G05190/AT4G35860",2
"03.3V","GO:0062012","regulation of small molecule metabolic process","2/72","127/21869",0.065741872992297,0.294031400325692,0.261434414175364,"AT1G16060/AT5G61780",2
"03.3V","GO:0009785","blue light signaling pathway","1/72","21/21869",0.0669390634784023,0.294031400325692,0.261434414175364,"AT1G54160",1
"03.3V","GO:0030522","intracellular receptor signaling pathway","1/72","21/21869",0.0669390634784023,0.294031400325692,0.261434414175364,"AT1G54160",1
"03.3V","GO:0051017","actin filament bundle assembly","1/72","21/21869",0.0669390634784023,0.294031400325692,0.261434414175364,"AT1G31810",1
"03.3V","GO:0061572","actin filament bundle organization","1/72","21/21869",0.0669390634784023,0.294031400325692,0.261434414175364,"AT1G31810",1
"03.3V","GO:0072350","tricarboxylic acid metabolic process","1/72","21/21869",0.0669390634784023,0.294031400325692,0.261434414175364,"AT4G35830",1
"03.3V","GO:0010143","cutin biosynthetic process","1/72","24/21869",0.0761338125838906,0.297288899383475,0.264330779519014,"AT1G16060",1
"03.3V","GO:0010187","negative regulation of seed germination","1/72","24/21869",0.0761338125838906,0.297288899383475,0.264330779519014,"AT1G16060",1
"03.3V","GO:0009556","microsporogenesis","1/72","26/21869",0.0822139464810742,0.297288899383475,0.264330779519014,"AT1G31810",1
"03.3V","GO:0000028","ribosomal small subunit assembly","1/72","34/21869",0.106142376170855,0.311793230001887,0.27722712723572,"AT2G45710",1
"03.3V","GO:0051668","localization within membrane","2/72","169/21869",0.106974631613165,0.312286191665761,0.27766543805444,"AT2G01970/AT1G76850",2
"03.3V","GO:0043934","sporulation","1/72","37/21869",0.114956027665557,0.314124029086116,0.279299528661116,"AT1G31810",1
"03.3V","GO:0006099","tricarboxylic acid cycle","1/72","47/21869",0.143720455306452,0.344635785683839,0.30642868290366,"AT4G35830",1
"03.3V","GO:0010286","heat acclimation","1/72","59/21869",0.177022924254043,0.353463140951842,0.314277417598838,"AT3G17880",1
"03.3V","GO:0042538","hyperosmotic salinity response","1/72","59/21869",0.177022924254043,0.353463140951842,0.314277417598838,"AT5G43170",1
"03.3V","GO:0055088","lipid homeostasis","1/72","60/21869",0.179739767420192,0.353463140951842,0.314277417598838,"AT5G05200",1
